100008005|phenobarbital|abiraterone|3|Significant - Monitor Closely|phenobarbital decreases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Potential for dangerous interaction. Use with caution and monitor closely.  Avoid coadministration of abiraterone with strong CYP3A4 inducers; if a strong CYP3A4 inducer must be used, increase abiraterone dosage frequency from once daily to twice daily.
100008000|phenytoin|abiraterone|3|Significant - Monitor Closely|phenytoin decreases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Potential for dangerous interaction. Use with caution and monitor closely. Avoid coadministration of abiraterone with strong CYP3A4 inducers; if a strong CYP3A4 inducer must be used, increase abiraterone dosage frequency from once daily to twice daily.
100008003|rifabutin|abiraterone|3|Significant - Monitor Closely|rifabutin decreases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Potential for dangerous interaction. Use with caution and monitor closely.  Avoid coadministration of abiraterone with strong CYP3A4 inducers; if a strong CYP3A4 inducer must be used, increase abiraterone dosage frequency from once daily to twice daily.
100008004|rifapentine|abiraterone|3|Significant - Monitor Closely|rifapentine decreases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Potential for dangerous interaction. Use with caution and monitor closely. Avoid coadministration of abiraterone with strong CYP3A4 inducers; if a strong CYP3A4 inducer must be used, increase abiraterone dosage frequency from once daily to twice daily.
100007996|ritonavir|abiraterone|11|Significant - Monitor Closely|ritonavir increases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Significant interaction possible, monitor closely. Avoid or use with caution, strong inhibitors of 3A4 during abiraterone therapy.
100007994|saquinavir|abiraterone|11|Significant - Monitor Closely|saquinavir increases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Significant interaction possible, monitor closely. Avoid or use with caution, strong inhibitors of 3A4 during abiraterone therapy.
100007995|telithromycin|abiraterone|11|Significant - Monitor Closely|telithromycin increases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Significant interaction possible, monitor closely. Avoid or use with caution, strong inhibitors of 3A4 during abiraterone therapy.
100008174|abiraterone|thioridazine|11|Significant - Monitor Closely|abiraterone increases levels of thioridazine by affecting hepatic enzyme CYP2D6 metabolism. Significant interaction possible, monitor closely. Avoid coadministration of abiraterone with substrates of CYP2D6. If alternative therapy cannot be used, exercise caution and consider a dose reduction of the CYP2D6 substrate.
100007999|voriconazole|abiraterone|11|Significant - Monitor Closely|voriconazole increases levels of abiraterone by affecting hepatic/intestinal enzyme CYP3A4 metabolism. Significant interaction possible, monitor closely. Avoid or use with caution, strong inhibitors of 3A4 during abiraterone therapy.
22856618|acebutolol|clonidine|3|Significant - Monitor Closely|acebutolol, clonidine. Mechanism: pharmacodynamic synergism. Potential for dangerous interaction. Use with caution and monitor closely. Selective beta blocker administration during withdrawal from centrally acting alpha agonists may result in rebound hypertension.
22861514|dihydroergotamine|acebutolol|1|Minor|dihydroergotamine, acebutolol. Mechanism: pharmacodynamic synergism. Minor or non-significant interaction. Additive vasospasm.
22873048|acebutolol|epinephrine|11|Significant - Monitor Closely|acebutolol decreases effects of epinephrine by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22776845|acebutolol|epinephrine|2|Significant - Monitor Closely|acebutolol increases and epinephrine decreases serum potassium. Effect of interaction is not clear, use caution. Potential for interaction, monitor.
22873051|acebutolol|formoterol|11|Significant - Monitor Closely|acebutolol decreases effects of formoterol by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22776851|acebutolol|formoterol|2|Significant - Monitor Closely|acebutolol increases and formoterol decreases serum potassium. Effect of interaction is not clear, use caution. Potential for interaction, monitor.
22882297|ibuprofen|acebutolol|11|Significant - Monitor Closely|ibuprofen decreases effects of acebutolol by pharmacodynamic antagonism. Significant interaction possible, monitor closely. Long term (>1 wk) NSAID use.  NSAIDs decrease prostaglandin synthesis.
22776767|acebutolol|ibuprofen|2|Significant - Monitor Closely|acebutolol and ibuprofen both increase  serum potassium. Potential for interaction, monitor.
22882315|indomethacin|acebutolol|11|Significant - Monitor Closely|indomethacin decreases effects of acebutolol by pharmacodynamic antagonism. Significant interaction possible, monitor closely. Long term (>1 wk) NSAID use.  NSAIDs decrease prostaglandin synthesis.
22776769|acebutolol|indomethacin|2|Significant - Monitor Closely|acebutolol and indomethacin both increase  serum potassium. Potential for interaction, monitor.
22873057|acebutolol|pirbuterol|11|Significant - Monitor Closely|acebutolol decreases effects of pirbuterol by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22776863|acebutolol|pirbuterol|2|Significant - Monitor Closely|acebutolol increases and pirbuterol decreases serum potassium. Effect of interaction is not clear, use caution. Potential for interaction, monitor.
22882567|piroxicam|acebutolol|11|Significant - Monitor Closely|piroxicam decreases effects of acebutolol by pharmacodynamic antagonism. Significant interaction possible, monitor closely. Long term (>1 wk) NSAID use.  NSAIDs decrease prostaglandin synthesis.
22776797|acebutolol|piroxicam|2|Significant - Monitor Closely|acebutolol and piroxicam both increase  serum potassium. Potential for interaction, monitor.
22764695|prazosin|acebutolol|3|Significant - Monitor Closely|prazosin and acebutolol both increase  anti-hypertensive channel blocking. Potential for dangerous interaction. Use with caution and monitor closely. The severity and duration of hypotension following the first dose of prazosin may be enhanced. 
22873059|acebutolol|salmeterol|11|Significant - Monitor Closely|acebutolol decreases effects of salmeterol by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22776867|acebutolol|salmeterol|2|Significant - Monitor Closely|acebutolol increases and salmeterol decreases serum potassium. Effect of interaction is not clear, use caution. Potential for interaction, monitor.
22764823|terazosin|acebutolol|3|Significant - Monitor Closely|terazosin and acebutolol both increase  anti-hypertensive channel blocking. Potential for dangerous interaction. Use with caution and monitor closely. Additive hypotensive effects may occur when terazosin is used in combination with acebutolol.
22873060|acebutolol|terbutaline|11|Significant - Monitor Closely|acebutolol decreases effects of terbutaline by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22776869|acebutolol|terbutaline|2|Significant - Monitor Closely|acebutolol increases and terbutaline decreases serum potassium. Effect of interaction is not clear, use caution. Potential for interaction, monitor.
22858412|treprostinil|acebutolol|1|Minor|treprostinil increases effects of acebutolol by pharmacodynamic synergism. Minor or non-significant interaction.
22765001|acebutolol|verapamil|3|Significant - Monitor Closely|acebutolol and verapamil both increase  anti-hypertensive channel blocking. Potential for dangerous interaction. Use with caution and monitor closely.
22856606|eltrombopag|acetaminophen|11|Significant - Monitor Closely|eltrombopag increases levels of acetaminophen by decreasing metabolism. Significant interaction possible, monitor closely. UGT inhibition; significance of interaction unclear.
100024039|imatinib|acetaminophen|3|Significant - Monitor Closely|imatinib decreases levels of acetaminophen by decreasing hepatic clearance. Potential for dangerous interaction. Use with caution and monitor closely. In vitro, imatinib was found to inhibit acetaminophen O-glucuronidation (Ki value of 58.5 micro-M) at therapeutic levels; avoid chronic acetaminophen therapy with imatinib; if occasional acetaminophen administered, do not exceed 1300 mg/day.
22721538|isoniazid|acetaminophen|11|Significant - Monitor Closely|isoniazid will increase the level or effect of acetaminophen by  affecting hepatic enzyme CYP2E1 metabolism. Significant interaction possible, monitor closely.
22863203|isoniazid|acetaminophen|1|Minor|isoniazid increases toxicity of acetaminophen by unknown mechanism. Minor or non-significant interaction.
100004063|liraglutide|acetaminophen|1|Minor|liraglutide decreases levels of acetaminophen by unspecified interaction mechanism. Minor or non-significant interaction.
22891602|acetaminophen|warfarin|2|Significant - Monitor Closely|acetaminophen increases effects of warfarin by unknown mechanism. Potential for interaction, monitor.
22871344|acetazolamide|aspirin|11|Significant - Monitor Closely|acetazolamide, aspirin.Either increases levels of the other by Other (see comment). Significant interaction possible, monitor closely. Comment: Carbonic anhydrase inhibitors (CAIs) and salicylates inhibit each other's renal tubular secretion, resulting in increased plasma levels.  CAIs also shift salicylates from plasma to the CNS, leading to potential neurotoxicity.
22894376|acetazolamide|aspirin|11|Significant - Monitor Closely|acetazolamide, aspirin. Mechanism: passive renal tubular reabsorption due to increased pH. Significant interaction possible, monitor closely. Salicylate levels increased at moderate doses; risk of CNS toxicity. Salicylate levels decreased at large doses (d/t increased renal excretion of unchanged salicylic acid).
22743799|acetazolamide|memantine|11|Significant - Monitor Closely|acetazolamide will increase the level or effect of memantine by  passive renal tubular reabsorption - basic urine. Significant interaction possible, monitor closely.
22858821|topiramate|acetazolamide|11|Significant - Monitor Closely|topiramate, acetazolamide.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of kidney stone formation.
22857270|aspirin|chlorpropamide|11|Significant - Monitor Closely|aspirin increases effects of chlorpropamide by unknown mechanism. Significant interaction possible, monitor closely. Risk of hypoglycemia.
22749762|aspirin|chlorpropamide|1|Minor|aspirin will increase the level or effect of chlorpropamide by  acidic (anionic) drug competition for renal tubular clearance. Minor or non-significant interaction.
22900331|aspirin|chlorpropamide|1|Minor|aspirin increases effects of chlorpropamide by plasma protein binding competition. Minor or non-significant interaction. Large dose of salicylate.
22879695|aspirin|dexamethasone|11|Significant - Monitor Closely|aspirin, dexamethasone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884520|dexamethasone|aspirin|1|Minor|dexamethasone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22879696|aspirin|fludrocortisone|11|Significant - Monitor Closely|aspirin, fludrocortisone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884530|fludrocortisone|aspirin|1|Minor|fludrocortisone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22758512|aspirin|ginkgo biloba|2|Significant - Monitor Closely|aspirin and ginkgo biloba both increase  anticoagulation. Potential for interaction, monitor.
22857273|aspirin|glipizide|11|Significant - Monitor Closely|aspirin increases effects of glipizide by unknown mechanism. Significant interaction possible, monitor closely. Risk of hypoglycemia.
22900334|aspirin|glipizide|1|Minor|aspirin increases effects of glipizide by plasma protein binding competition. Minor or non-significant interaction. Large dose of salicylate.
22857275|aspirin|glyburide|11|Significant - Monitor Closely|aspirin increases effects of glyburide by unknown mechanism. Significant interaction possible, monitor closely. Risk of hypoglycemia.
22900336|aspirin|glyburide|1|Minor|aspirin increases effects of glyburide by plasma protein binding competition. Minor or non-significant interaction. Large dose of salicylate.
22864663|griseofulvin|aspirin|11|Significant - Monitor Closely|griseofulvin decreases levels of aspirin by unknown mechanism. Significant interaction possible, monitor closely.
100019326|aspirin|heparin|11|Significant - Monitor Closely|aspirin, heparin.Either increases toxicity of the other by anticoagulation. Significant interaction possible, monitor closely. The need for simultaneous use of low-dose aspirin and anticoagulant or antiplatelet agents are common for patients with cardiovascular disease; monitor closely.
22756786|heparin|aspirin|3|Significant - Monitor Closely|heparin and aspirin both increase  anticoagulation. Potential for dangerous interaction. Use with caution and monitor closely.
22879697|aspirin|hydrocortisone|11|Significant - Monitor Closely|aspirin, hydrocortisone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884540|hydrocortisone|aspirin|1|Minor|hydrocortisone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22866272|ibuprofen|aspirin|20|Serious - Use Alternative|ibuprofen decreases effects of aspirin by Other (see comment). Possible serious or life-threatening interaction. Monitor closely. Use alternatives if available. Comment: Ibuprofen decreases the antiplatelet effects of aspirin by blocking the active site of platelet cyclooxygenase. The effect of other NSAIDs on aspirin is not established.
22758410|aspirin|ibuprofen|2|Significant - Monitor Closely|aspirin and ibuprofen both increase  anticoagulation. Potential for interaction, monitor.
22781279|aspirin|ibuprofen|2|Significant - Monitor Closely|aspirin and ibuprofen both increase  serum potassium. Potential for interaction, monitor.
22749700|aspirin|ibuprofen|1|Minor|aspirin will increase the level or effect of ibuprofen by  acidic (anionic) drug competition for renal tubular clearance. Minor or non-significant interaction.
22758414|aspirin|ketoprofen|2|Significant - Monitor Closely|aspirin and ketoprofen both increase  anticoagulation. Potential for interaction, monitor.
22781283|aspirin|ketoprofen|2|Significant - Monitor Closely|aspirin and ketoprofen both increase  serum potassium. Potential for interaction, monitor.
22749704|aspirin|ketoprofen|1|Minor|aspirin will increase the level or effect of ketoprofen by  acidic (anionic) drug competition for renal tubular clearance. Minor or non-significant interaction.
22868055|aspirin|ketorolac|21|Serious - Use Alternative|aspirin, ketorolac.Either increases toxicity of the other by pharmacodynamic synergism. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available. Never use combination.
22758416|aspirin|ketorolac|2|Significant - Monitor Closely|aspirin and ketorolac both increase  anticoagulation. Potential for interaction, monitor.
22781285|aspirin|ketorolac|2|Significant - Monitor Closely|aspirin and ketorolac both increase  serum potassium. Potential for interaction, monitor.
22749706|aspirin|ketorolac|1|Minor|aspirin will increase the level or effect of ketorolac by  acidic (anionic) drug competition for renal tubular clearance. Minor or non-significant interaction.
22871374|methazolamide|aspirin|11|Significant - Monitor Closely|methazolamide, aspirin.Either increases levels of the other by Other (see comment). Significant interaction possible, monitor closely. Comment: Carbonic anhydrase inhibitors (CAIs) and salicylates inhibit each other's renal tubular secretion, resulting in increased plasma levels.  CAIs also shift salicylates from plasma to the CNS, leading to potential neurotoxicity.
22875559|aspirin|methotrexate|20|Serious - Use Alternative|aspirin increases levels of methotrexate by decreasing renal clearance. Possible serious or life-threatening interaction. Monitor closely. Use alternatives if available. Caution should be exercised when salicylates are given in combination with methotrexate.  Risk for drug interactions with methotrexate is greatest during high-dose methotrexate therapy, it has been recommended that any of these drugs be used cautiously with methotrexate even when methotrexate is used in low doses.
22879698|aspirin|methylprednisolone|11|Significant - Monitor Closely|aspirin, methylprednisolone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884550|methylprednisolone|aspirin|1|Minor|methylprednisolone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22879699|aspirin|prednisolone|11|Significant - Monitor Closely|aspirin, prednisolone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884560|prednisolone|aspirin|1|Minor|prednisolone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22879700|aspirin|prednisone|11|Significant - Monitor Closely|aspirin, prednisone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884570|prednisone|aspirin|1|Minor|prednisone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22749772|aspirin|probenecid|20|Serious - Use Alternative|aspirin decreases effects of probenecid by acidic (anionic) drug competition for renal tubular clearance. Possible serious or life-threatening interaction. Monitor closely. Use alternatives if available. Aspirin decreases uricosuric action of probenecid.
22758450|aspirin|sulindac|2|Significant - Monitor Closely|aspirin and sulindac both increase  anticoagulation. Potential for interaction, monitor.
22781319|aspirin|sulindac|2|Significant - Monitor Closely|aspirin and sulindac both increase  serum potassium. Potential for interaction, monitor.
22749740|aspirin|sulindac|1|Minor|aspirin will increase the level or effect of sulindac by  acidic (anionic) drug competition for renal tubular clearance. Minor or non-significant interaction.
100005449|telmisartan|aspirin|11|Significant - Monitor Closely|telmisartan, aspirin.Either increases toxicity of the other by Other (see comment). Significant interaction possible, monitor closely. Comment: May result in renal function deterioration, particularly in elderly or volume depleted individuals.
100004961|aspirin|telmisartan|3|Significant - Monitor Closely|aspirin decreases effects of telmisartan by pharmacodynamic antagonism. Potential for dangerous interaction. Use with caution and monitor closely.  NSAIDs decrease synthesis of vasodilating renal prostaglandins, and thus affect fluid homeostasis and may diminish antihypertensive effect.
22776315|telmisartan|aspirin|2|Significant - Monitor Closely|telmisartan and aspirin both increase  serum potassium. Potential for interaction, monitor.
22883742|aspirin|ticlopidine|20|Serious - Use Alternative|aspirin increases effects of ticlopidine by pharmacodynamic synergism. Possible serious or life-threatening interaction. Monitor closely. Use alternatives if available. Enhanced risk of hemorrhage.
22857276|aspirin|tolazamide|11|Significant - Monitor Closely|aspirin increases effects of tolazamide by unknown mechanism. Significant interaction possible, monitor closely. Risk of hypoglycemia.
22900337|aspirin|tolazamide|1|Minor|aspirin increases effects of tolazamide by plasma protein binding competition. Minor or non-significant interaction. Large dose of salicylate.
22857277|aspirin|tolbutamide|11|Significant - Monitor Closely|aspirin increases effects of tolbutamide by unknown mechanism. Significant interaction possible, monitor closely. Risk of hypoglycemia.
22900338|aspirin|tolbutamide|1|Minor|aspirin increases effects of tolbutamide by plasma protein binding competition. Minor or non-significant interaction. Large dose of salicylate.
22758458|aspirin|tolmetin|2|Significant - Monitor Closely|aspirin and tolmetin both increase  anticoagulation. Potential for interaction, monitor.
22781327|aspirin|tolmetin|2|Significant - Monitor Closely|aspirin and tolmetin both increase  serum potassium. Potential for interaction, monitor.
22749748|aspirin|tolmetin|1|Minor|aspirin will increase the level or effect of tolmetin by  acidic (anionic) drug competition for renal tubular clearance. Minor or non-significant interaction.
22877943|aspirin|trandolapril|1|Minor|aspirin decreases effects of trandolapril by pharmacodynamic antagonism. Minor or non-significant interaction. NSAIDs decrease prostaglandin synthesis.
22879701|aspirin|triamcinolone|11|Significant - Monitor Closely|aspirin, triamcinolone.Either increases toxicity of the other by pharmacodynamic synergism. Significant interaction possible, monitor closely. Increased risk of GI ulceration.
22884580|triamcinolone|aspirin|1|Minor|triamcinolone decreases levels of aspirin by increasing renal clearance. Minor or non-significant interaction.
22883733|aspirin|valproic acid|11|Significant - Monitor Closely|aspirin increases levels of valproic acid by plasma protein binding competition. Significant interaction possible, monitor closely.
22757927|warfarin|aspirin|3|Significant - Monitor Closely|warfarin and aspirin both increase  anticoagulation. Potential for dangerous interaction. Use with caution and monitor closely. The need for simultaneous use of low-dose aspirin and warfarin  are common for patients with cardiovascular disease; monitor closely.
100032294|demeclocycline|acitretin|33|Contraindicated|demeclocycline, acitretin. Other (see comment). Never use combination. Comment: Both acitretin and tetracyclines can cause increased intracranial pressure.
100032295|doxycycline|acitretin|33|Contraindicated|doxycycline, acitretin. Other (see comment). Never use combination. Comment: Both acitretin and tetracyclines can cause increased intracranial pressure.
22883651|acitretin|methotrexate|33|Contraindicated|acitretin, methotrexate.Either increases toxicity of the other by pharmacodynamic synergism. Never use combination. Risk of additive hepatotoxicity.
100032296|minocycline|acitretin|33|Contraindicated|minocycline, acitretin. Other (see comment). Never use combination. Comment: Both acitretin and tetracyclines can cause increased intracranial pressure.
22900493|acitretin|norethindrone|21|Serious - Use Alternative|acitretin decreases effects of norethindrone by unknown mechanism. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available. Never use combination. Contraceptive failure may result.
100032297|tetracycline|acitretin|33|Contraindicated|tetracycline, acitretin. Other (see comment). Never use combination. Comment: Both acitretin and tetracyclines can cause increased intracranial pressure.
22869592|acitretin|vitamin a|1|Minor|acitretin increases toxicity of vitamin a by pharmacodynamic synergism. Minor or non-significant interaction. (Vitamin A) Additive retinoid effects.
100017392|pramlintide|aclidinium|21|Serious - Use Alternative|pramlintide, aclidinium.Either increases effects of the other by pharmacodynamic synergism. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available. Never use combination. Synergistic inhibition of GI motility.
22772401|adalimumab|canakinumab|22|Serious - Use Alternative|adalimumab and canakinumab both increase  immunosuppressive effects; risk of infection. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available.
22772419|adalimumab|infliximab|22|Serious - Use Alternative|adalimumab and infliximab both increase  immunosuppressive effects; risk of infection. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available.
22772431|adalimumab|rilonacept|22|Serious - Use Alternative|adalimumab and rilonacept both increase  immunosuppressive effects; risk of infection. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available.
22883640|theophylline|adenosine|11|Significant - Monitor Closely|theophylline decreases effects of adenosine by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22871083|caffeine|adenosine|1|Minor|caffeine decreases effects of adenosine by pharmacodynamic antagonism. Minor or non-significant interaction.
22865864|dipyridamole|adenosine|11|Significant - Monitor Closely|dipyridamole increases levels of adenosine by decreasing metabolism. Significant interaction possible, monitor closely.
22883638|dyphylline|adenosine|11|Significant - Monitor Closely|dyphylline decreases effects of adenosine by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22883640|theophylline|adenosine|11|Significant - Monitor Closely|theophylline decreases effects of adenosine by pharmacodynamic antagonism. Significant interaction possible, monitor closely.
22772462|alefacept|canakinumab|22|Serious - Use Alternative|alefacept and canakinumab both increase  immunosuppressive effects; risk of infection. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available.
22772492|alefacept|rilonacept|22|Serious - Use Alternative|alefacept and rilonacept both increase  immunosuppressive effects; risk of infection. High likelihood serious or life-threatening interaction. Contraindicated unless benefits outweigh risks and no alternatives available.
22876286|calcium acetate|alendronate|11|Significant - Monitor Closely|calcium acetate decreases levels of alendronate by inhibition of GI absorption. Applies only to oral form of both agents. Significant interaction possible, monitor closely. Separate by 30 minutes.
